"Código Infração","Descrição da Infração","Art.CTB/Decreto","Infrator","Valor Real(R$)","Categoria","Medida Administrativa"
"5347-1","Deixar o condutor envolvido em acidente sem vítima, de adotar providências p/remover o veículo do local quando neces tal medida p/assegurar segurança/fluidez do trânsito.","178","Condutor","85,13","Média",""
"5371-1","Ter seu veículo imobilizado na via por falta de combustível.","180","Proprietário","85,13","Média",""
"5380-1","Estacionar o veículo na esquina da via.","181,I","Condutor","85,13","Média","remoção do veículo"
"5380-2","Estacionar o veículo a menos de cinco metros do bordo do alinhamento da via transversal.","181,I","Condutor","85,13","Média","remoção do veículo"
"5410-1","Estacionar o veículo em desacordo com as posições estabelecidas no Código de Trânsito Brasileiro.","181 , IV","Condutor","85,13","Média","remoção do veículo"
"5436-1","Estacionar o veículo junto a hidrantes de incêndio desde que devidamente identificados, conforme especificação do CONTRAN.","181 , VI","Condutor","85,13","Média","remoção do veículo"
"5436-2","Estacionar o veículo junto a registro de água desde que devidamente identificados, conforme especificação do CONTRAN.","181 , VI","Condutor","85,13","Média","remoção do veículo"
"5436-3","Estacionar o veículo junto a tampa de poços de visita de galerias subterrâneas, desde que devidamente identificados, conforme especificação do CONTRAN.","181 , VI","Condutor","85,13","Média","remoção do veículo"
"5436-4","Estacionar o veículo sobre registro de água desde que devidamente identificados, conforme especificação do CONTRAN.","181 , VI","Condutor","85,13","Média","remoção do veículo"
"5436-5","Estacionar o veículo sobre tampa de poços de visita de galerias subterrâneas, desde que devidamente identificados, conforme especificação do CONTRAN.","181 , VI","Condutor","85,13","Média","remoção do veículo"
"5460-1","Estacionar o veículo onde houver guia de calçada (meio fio) rebaixada destinada à entrada ou saída de veículos.","181, IX","Condutor","85,13","Média","remoção do veículo"
"5479-1","Estacionar o veículo impedindo a movimentação de outro veículo.","181 , X ☒","Condutor","85,13","Média","remoção do veículo"
"5509-1","Estacionar o veículo onde houver sinalização horizontal delimitadora de ponto de embarque e desembarque de passageiros de transporte coletivo.","181, XIII","Condutor","85,13","Média","remoção do veículo"
"5509-2","Estacionar veículo intervalo compreendido entre dez metros antes marco ponto emb/desembarque passageiros e o marco do ponto indep existência sinalização horizontal","181 , XIII","Condutor","85,13","Média","remoção do veículo"
"5509-3","Estacionar veículo intervalo compreendido entre dez metros após marco ponto bem/desembarque passageiros e o marco do ponto indep existência sinalização horizontal.","181, XIII","Condutor","85,13","Média","remoção do veículo"
"5525-1","Estacionar o veículo na contra-mão de direção.","181 , XV","Condutor","85,13","Média","remoção do veículo"
"5550-1","Estacionar veículo em locais proibidos especificamente pela sinalização (placa - Proibido Estacionar).","181, XVIII","Condutor","85,13","Média","remoção do veículo"
"5550-2","Estacionar veículo em locais e horários proibidos especificamente pela sinalização (placa - Proibido Estacionar).","181 , XVIII","Condutor","85,13","Média","remoção do veículo"
"5576-1","Parar o veículo na esquina da via.","182,I","Condutor","85,13","Média","remoção do veículo"
"5576-2","Parar o veículo a menos de cinco metros do bordo do alinhamento da via transversal.","182,I","Condutor","85,13","Média","remoção do veículo"
"5592-1","Parar o veículo afastado da guia da calçada (meio - fio) a mais de um metro.","182, III","Condutor","85,13","Média","remoção do veículo"
"5630-1","Parar o veículo na área de cruzamento de vias prejudicando a circulação de veículos e pedestres.","182 , VII","Condutor","85,13","Média","remoção do veículo"
"5649-1","Parar o veículo nos viadutos.","182 , VIII","Condutor","85,13","Média","remoção do veículo"
"5649-2","Parar o veículo nas pontes.","182 , VIII","Condutor","85,13","Média","remoção do veículo"
"5649-3","Parar o veículo nos túneis.","182 , VIII","Condutor","85,13","Média","remoção do veículo"
"5657-1","Parar o veículo na contra-mão de direção.","182 IX","Condutor","85,13","Média","remoção do veículo"
"5665-1","Parar o veículo em local proibido especificamente pela sinalização (placa - Proibido Parar).","182 , X ☒","Condutor","85,13","Média","remoção do veículo"
"5665-2","Parar o veículo em local e horário proibido especificamente pela sinalização (placa - Proibido Parar).","182, X ☒","Condutor","85,13","Média","remoção do veículo"
"5673-1","Parar o veículo sobre a faixa de pedestre na mudança do sinal luminoso.","183","Condutor","85,13","Média",""
"5703-1","Deixar de conservar o veículo, quando estiver em movimento, na faixa a ele destinada pela sinalização de regulamentação, exceto em situações de emergência.","185,I","Condutor","85,13","Média",""
"5711-1","Deixar de conservar o veículo lento, quando estiver em movimento, nas faixas da direita.","185, II","Condutor","85,13","Média",""
"5711-2","Deixar de conservar o veículo lento e de maior porte, quando estiver em movimento, nas faixas da direita.","185, II","Condutor","85,13","Média",""
"5746-1","Transitar em locais não permitidos pela regulamentação estabelecida pela autoridade competente para todos os tipos de veículos.","187,I","Condutor","85,13","Média",""
"5746-2","Transitar em horários não permitidos pela regulamentação estabelecida pela autoridade competente para todos os tipos de veículos.","187,I","Condutor","85,13","Média",""
"5762-1","Transitar ao lado de outro veículo, interrompendo o trânsito.","188","Condutor","85,13","Média",""
"5762-2","Transitar ao lado de outro veículo, perturbando o trânsito.","188","Condutor","85,13","Média",""
"5851-1","Deixar de deslocar com antecedência o veículo para a faixa mais à esquerda ou mais à direita, dentro da respectiva mão de direção, quando for manobrar p/ um desses lados.","197","Condutor","85,13","Média",""
"5860-1","Deixar de dar passagem pela esquerda, quando solicitado.","198","Condutor","85,13","Média",""
"5878-1","Ultrapassar pela direita, salvo quando o veículo da frente estiver colocado na faixa apropriada e der sinal de que vai entrar à esquerda.","199","Condutor","85,13","Média",""
"5894-1","Deixar de guardar a distância lateral de um metro e cinquenta centímetros ao passar bicicleta.","201","Condutor","85,13","Média",""
"5894-2","Deixar de guardar a distância lateral de um mento e cinquenta centímetro ao ultrapassar bicicleta.","201","Condutor","85,13","Média",""
"6190-1","Entrar em áreas lindeiras sem estar adequadamente posicionado para ingresso na via.","216","Condutor","85,13","Média",""
"6190-2","Sair de áreas lindeiras sem estar adequadamente posicionado para ingresso na via.","216","Condutor","85,13","Média",""
"6190-3","Entrar em áreas lindeiras sem as precauções com a segurança dos pedestres.","216","Condutor","85,13","Média",""
"6190-4","Sair de áreas lindeiras sem as precauções com a segurança dos pedestres.","216","Condutor","85,13","Média",""
"6190-5","Entrar em áreas lindeiras sem as precauções com a segurança dos veículos.","216","Condutor","85,13","Média",""
"6190-6","Sair de áreas lindeiras sem as precauções com a segurança dos veículos.","216","Condutor","85,13","Média",""
"6203-1","Entrar em fila de veículos estacionados sem dar preferência de passagem de pedestres.","217","Condutor","85,13","Média",""
"6203-2","Sair de fila de veículos estacionados sem dar preferência de passagem de pedestres.","217","Condutor","85,13","Média",""
"6203-3","Entrar em fila de veículos estacionados sem dar preferência de passagem a outros veículos.","217","Condutor","85,13","Média",""
"6203-4","Sair de fila de veículos estacionados sem dar preferência de passagem a outros veículos.","217","Condutor","85,13","Média",""
"6254-1","Transitar c/o veic em veloc inf a metade da veloc máx estab p/a via retardando o trânsito a menos que cond de tráfego e meteorológicas não permitam salvo se estiver faixa direita","219","Condutor","85,13","Média",""
"6408-1","Portar no veículo placas de identificação em desacordo com as especificações e modelos estabelecidos pelo CONTRAN.","221","Proprietário","85,13","Média",""
"6416-1","Confeccionar em veículo próprio ou de terceiros, placas de identificação não autorizadas pela regulamentação do CONTRAN.","221 , único","Pessoa Fís/Jur","85,13","Média",""
"6416-2","Distribuir em veículo próprio ou de terceiros, placas de identificação não autorizadas pela regulamentação do CONTRAN.","221 , único","Pessoa Fís/Jur","85,13","Média",""
"6416-3","Colocar em veículo próprio ou de terceiros, placas de identificação não autorizadas pela regulamentação do CONTRAN.","221 , único","Pessoa Fís/Jur","85,13","Média",""
"6424-1","Deixar de manter ligado, nas situações de atendimento de emergência, o sistema de iluminação vermelha intermitente dos veículos de polícia, ainda que parados.","222","Condutor","85,13","Média",""
"6424-2","Deixar de manter ligado, nas situações de atendimento de emergência, o sistema de iluminação vermelha intermitente dos veículos de socorro de incêndio, ainda que parados.","222","Condutor","85,13","Média",""
"6424-3","Deixar de manter ligado, nas situações de atendimento de emergência, o sistema de iluminação vermelha intermitente dos veículos de salvamento, ainda que parados.","222","Condutor","85,13","Média",""
"6424-4","Deixar de manter ligado, nas situações de atendimento de emergência, o sistema de iluminação vermelha intermitente dos veículos de fiscalização de trânsito, ainda que parados.","222","Condutor","85,13","Média",""
"6424-5","Deixar de manter ligado, nas situações de atendimento de emergência, o sistema de iluminação vermelha intermitente dos veículos das ambulâncias, ainda que parados.","222","Condutor","85,13","Média",""
"6475-1","Deixar de retirar todo e qualquer objeto que tenha sido utilizado para sinalização temporária da via.","226","Condutor","85,13","Média",""
"6548-1","Usar indevidamente no veículo aparelho de alarme que perturbe o sossego público, em desacordo com normas fixadas pelo CONTRAN.","229","Proprietário","85,13","Média","remoção do veículo"
"6548-2","Usar indevidamente no veículo aparelho que produza sons e ruídos que perturbem o sossego público, em desacordo com normas fixadas pelo CONTRAN.","229","Proprietário","85,13","Média","remoção do veículo"
"6750-1","Conduzir o veículo de carga, com falta de inscrição da tara e demais inscrições previstas no Código de Trânsito Brasileiro.","230 , XXI","Proprietário","85,13","Média","retenção do veículo"
"6769-1","Conduzir o veículo com defeito no sistema de iluminação.","230 , XXII","Proprietário","85,13","Média","retenção do veículo"
"6769-2","Conduzir o veículo com defeito no sistema de sinalização.","230, XXII","Proprietário","85,13","Média","retenção do veículo"
"6769-3","Conduzir o veículo com lâmpadas queimadas.","230 , XXII","Proprietário","85,13","Média","retenção do veículo"
"6831-1","Transitar com o veículo com excesso de peso, admitido percentual de tolerância quando aferido por equipamento.","231 , V","Pessoa Fís/Jur","85,13 + Tabela Adicional","Média","retenção do veículo"
"6858-1","Transitar com o veículo com lotação excedente.","231, VII","Condutor","85,13","Média","retenção do veículo"
"6866-1","Transitar com o veículo efetuando transporte remunerado de pessoas quando não for licenciado para esse fim salvo casos de força maior ou c/permissão da autor. Competente","231 , VIII","Proprietário","85,13","Média","retenção do veículo"
"6866-2","Transitar com o veículo efetuando transporte remunerado de bens, quando não for licenciado para esse fim, salvo casos de força maior ou com permissão da autor. competente.","231, VIII","Proprietário","85,13","Média","retenção do veículo"
"6874-1","Transitar com o veículo desligado, em declive.","231, IX","Condutor","85,13","Média","retenção do veículo"
"6874-2","Transitar com o veículo desengrenado, em declive.","231 , IX","Condutor","85,13","Média","retenção do veículo"
"6882-1","Transitar com o veículo excedendo a capacidade máxima de tração, em infração considerada média pelo CONTRAN.","231 , X","Proprietário","85,13","Média","retenção do veículo"
"6955-1","Rebocar outro veículo com cabo flexível, salvo em casos de emergência.","236","Condutor","85,13","Média",""
"6955-2","Rebocar outro veículo com corda, salvo em casos de emergência.","236","Condutor","85,13","Média",""
"7080-1","Conduzir motocicleta, rebocando outro veículo.","244 , VI","Condutor","85,13","Média","retenção do veículo"
"7080-2","Conduzir motoneta, rebocando outro veículo.","244 , VI","Condutor","85,13","Média","retenção do veículo"
"7080-3","Conduzir ciclomotor, rebocando outro veículo.","244 , VI","Condutor","85,13","Média","retenção do veículo"
"7099-1","Conduzir motocicleta, sem segurar o guidom com ambas as mãos, salvo eventualmente para indicação de manobras.","244 , VII","Condutor","85,13","Média","retenção do veículo"
"7099-2","Conduzir motoneta, sem segurar o guidom com ambas as mãos, salvo eventualmente para indicação de manobras.","244 , VII","Condutor","85,13","Média","retenção do veículo"
"7099-3","Conduzir ciclomotor, sem segurar o guidom com ambas as mãos, salvo eventualmente para indicação de manobras.","244 , VII","Condutor","85,13","Média","retenção do veículo"
"7099-4","Conduzir ciclo, sem segurar o guidom com ambas as mãos, salvo eventualmente para indicação de manobras.","244 , VII","Condutor","85,13","Média","retenção do veículo"
"7102-1","Conduzir motocicleta, transportando carga incompatível com suas especificações.","244 , VIII","Condutor","85,13","Média","retenção do veículo"
"7102-2","Conduzir motoneta, transportando carga incompatível com suas especificações.","244 , VIII","Condutor","85,13","Média","retenção do veículo"
"7102-3","Conduzir ciclomotor, transportando carga incompatível com suas especificações.","244 , VIII","Condutor","85,13","Média","retenção do veículo"
"7102-4","Conduzir ciclo, transportando carga incompatível com suas especificações.","244 , VIII","Condutor","85,13","Média","retenção do veículo"
"7110-1","Conduzir ciclo transportando passageiro fora da garupa.","244 , §1º, a","Condutor","85,13","Média","retenção do veículo"
"7110-2","Conduzir ciclo transportando passageiro fora do assento especial a ele destinado.","244 , §1º, a","Condutor","85,13","Média","retenção do veículo"
"7129-1","Conduzir ciclo em vias de trânsito rápido, salvo onde houver acostamento ou faixas de rolamento próprias.","244 , §1º, b","Condutor","85,13","Média","retenção do veículo"
"7129-2","Conduzir ciclo em rodovias, salvo onde houver acostamento ou faixas de rolamento próprias.","244 , §1º, b","Condutor","85,13","Média","retenção do veículo"
"7129-3","Conduzir ciclomotor em vias de trânsito rápido, salvo onde houver acostamento ou faixas de rolamento próprias.","244 , §1º, b","Condutor","85,13","Média","retenção do veículo"
"7129-4","Conduzir ciclomotor em rodovias, salvo onde houver acostamento ou faixas de rolamento próprias.","244 , §1º, b","Condutor","85,13","Média","retenção do veículo"
"7137-1","Conduzir ciclo transportando crianças que não tenham, nas circunstâncias, condições de cuidar de sua própria segurança.","244 , §1º, c","Condutor","85,13","Média","retenção do veículo"
"7200-1","Deixar de conduzir pelo bordo da pista de rolamento, em fila única, os veículos de tração humana, sempre que não houver acostamento.","247","Pessoa Fís/Jur","85,13","Média",""
"7200-2","Deixar de conduzir pelo bordo da pista de rolamento, em fila única, os veículos de propulsão humana, sempre que não houver acostamento.","247","Pessoa Fís/Jur","85,13","Média",""
"7200-3","Deixar de conduzir pelo bordo da pista de rolamento, em fila única, os veículos de tração animal, sempre que não houver acostamento.","247","Pessoa Fís/Jur","85,13","Média",""
"7200-4","Deixar de conduzir pelo bordo da pista de rolamento, em fila única, os veículos de tração humana, sempre que não houver faixa a eles destinados.","247","Pessoa Fís/Jur","85,13","Média",""
"7200-5","Deixar de conduzir pelo bordo da pista de rolamento, em fila única, os veículos de propulsão humana, sempre que não houver faixa a eles destinados.","247","Pessoa Fís/Jur","85,13","Média",""
"7200-6","Deixar de conduzir pelo bordo da pista de rolamento, em fila única, os veículos de tração animal, sempre que não houver faixa a eles destinados.","247","Pessoa Fís/Jur","85,13","Média",""
"7226-1","Deixar de manter acesas, à noite, as luzes de posição, quando o veículo estiver parado, para fins de embarque e desembarque de passageiros.","249","Condutor","85,13","Média",""
"7226-2","Deixar de manter acesas, à noite, as luzes de posição, quando o veículo estiver parado, para fins de carga e descarga de mercadorias.","249","Condutor","85,13","Média",""
"7234-1","Deixar de manter acesa a luz baixa, quando o veículo estiver em movimento, durante à noite.","250, I , a","Condutor","85,13","Média",""
"7242-1","Deixar de manter acesa a luz baixa, quando o veículo estiver em movimento, de dia, nos túneis providos de iluminação pública.","250, I , b","Condutor","85,13","Média",""
"7250-1","Deixar de manter acesa a luz baixa, quando o veículo estiver em movimento de dia e de noite tratando-se de veic de transp coletivo de pas circulando em faixas a eles dest.","250, I, c","Condutor","85,13","Média",""
"7250-2","Deixar de manter acesa a luz baixa, quando o veículo estiver em movimento de dia e de noite tratando-se de veic de transp coletivo de pas circulando em pistas a eles dest.","250, I, c","Condutor","85,13","Média",""
"7269-1","Deixar de manter acesa a luz baixa, quando o veículo estiver em movimento, de dia e de noite, tratando-se de ciclomotor.","250, I , d","Condutor","85,13","Média",""
"7277-1","Deixar de manter acesas pelo menos as luzes de posição sob chuva forte.","250, II","Condutor","85,13","Média",""
"7277-2","Deixar de manter acesas pelo menos as luzes de posição sob neblina.","250, II","Condutor","85,13","Média",""
"7277-3","Deixar de manter acesas pelo menos as luzes de posição sob cerração.","250, II","Condutor","85,13","Média",""
"7285-1","Deixar de manter a placa traseira iluminada, a noite, quando o veículo estiver em movimento.","250, III","Condutor","85,13","Média",""
"7293-1","Utilizar as luzes do veículo, pisca-alerta, exceto em imobilizações ou situações de emergência.","251, I","Condutor","85,13","Média",""
"7307-1","Utilizar luzes veic baixa e alta de forma interm exc nas seg sit: curtos inter quando for conv advertir outro cond que se tem o prop de ultrapassá-lo; etc","251, II","Condutor","85,13","Média",""
"7315-1","Dirigir o veículo com o braço do lado de fora.","252, I","Condutor","85,13","Média",""
"7323-1","Dirigir o veículo transportando pessoas à sua esquerda.","252, II","Condutor","85,13","Média",""
"7323-2","Dirigir o veículo transportando pessoas entre os braços e pernas.","252, II","Condutor","85,13","Média",""
"7323-3","Dirigir o veículo transportando animais à sua esquerda.","252, II","Condutor","85,13","Média",""
"7323-4","Dirigir o veículo transportando animais entre os braços e pernas.","252, II","Condutor","85,13","Média",""
"7323-5","Dirigir o veículo transportando volume à sua esquerda.","252, II","Condutor","85,13","Média",""
"7323-6","Dirigir o veículo transportando volume ente os braços e as pernas.","252, II","Condutor","85,13","Média",""
"7331-1","Dirigir o veículo com incapacidade física temporária, que comprometa a segurança do trânsito.","252, III","Condutor","85,13","Média",""
"7331-2","Dirigir o veículo com incapacidade mental temporária, que comprometa a segurança do trânsito.","252, III","Condutor","85,13","Média",""
"7340-1","Dirigir o veículo usando calçado que não se firme nos pés.","252, IV","Condutor","85,13","Média",""
"7340-2","Dirigir o veículo usando calçado que comprometa a utilização dos pedais.","252, IV","Condutor","85,13","Média",""
"7358-1","Dirigir o veículo com apenas uma das mãos, exceto quando deva fazer sinais regulamentares de braço.","252, V","Condutor","85,13","Média",""
"7358-2","Dirigir o veículo com apenas uma das mãos, exceto quando mudar a marcha do veículo.","252 , V","Condutor","85,13","Média",""
"7358-3","Dirigir o veículo com apenas uma das mãos, exceto quando acionar equipamentos e acessórios do veículo.","252 , V","Condutor","85,13","Média",""
"7366-1","Dirigir o veículo utilizando-se de fones nos ouvidos conectados a aparelhagem sonora.","252 , VI","Condutor","85,13","Média",""
"7366-2","Dirigir o veículo utilizando-se de telefone celular.","252 , VI","Condutor","85,13","Média",""
"7447-1","Conduzir bicicleta em passeios onde não seja permitida a circulação deste.","255","Pessoa Física","85,13","Média",""
"7447-2","Conduzir bicicleta em passeios, de forma agressiva.","255","Pessoa Física","85,13","Média",""
"5185-1","Deixar o condutor de usar o cinto de segurança.","167","Condutor","127,69","Grave","retenção do veículo"
"5185-2","Deixar o passageiro de usar cinto de segurança.","167","Condutor","127,69","Grave","retenção do veículo"
"5339-1","Deixar o condutor de prestar socorro à vítima de acidente de trânsito quando solicitado pelo agente da autoridade de trânsito.","177","Condutor","127,69","Grave",""
"5355-1","Deixar que se faça reparo em veíc na via pública salvo nos casos de impedimento absoluto de sua remoção e em que o veic esteja sinalizado em pista de rolamento de rodovias.","179,I","Proprietário","127,69","Grave",""
"5355-2","Fazer reparo em veículo na via pública, salvo nos casos de impedimento absoluto de sua remoção e em que o veículo esteja sinalizado em pista de rolam de vias trâns rápido.","179,I","Proprietário","127,69","Grave",""
"5401-1","Estacionar o veículo afastado da guia da calçada (meio fio) a mais de um metro.","181, III","Condutor","127,69","Grave","remoção do veículo"
"5452-1","Estacionar o veículo no passeio.","181, VIII","Condutor","127,69","Grave","remoção do veículo"
"5452-2","Estacionar o veículo sobre faixa destinada a pedestres.","181, VIII","Condutor","127,69","Grave","remoção do veículo"
"5452-3","Estacionar o veículo sobre ciclovia.","181 , VIII","Condutor","127,69","Grave","remoção do veículo"
"5452-4","Estacionar o veículo sobre ciclofaixa.","181, VIII","Condutor","127,69","Grave","remoção do veículo"
"5452-5","Estacionar o veículo sobre ilha da via.","181, VIII","Condutor","127,69","Grave","remoção do veículo"
"5452-6","Estacionar o veículo nos refúgios da via.","181, VIII","Condutor","127,69","Grave","remoção do veículo"
"5452-7","Estacionar o veículo ao lado dos canteiros centrais da via.","181, VIII","Condutor","127,69","Grave","remoção do veículo"
"5452-8","Estacionar o veículo sobre divisores de pista de rolamento.","181, VIII","Condutor","127,69","Grave","remoção do veículo"
"5452-9","Estacionar o veículo ao lado divisores de pista de rolamento.","181, VIII","Condutor","127,69","Grave","remoção do veículo"
"5452-10","Estacionar o veículo sobre marcas de canalização.","181, VIII","Condutor","127,69","Grave","remoção do veículo"
"5452-11","Estacionar o veículo ao lado marcas de canalização.","181 , VIII","Condutor","127,69","Grave","remoção do veículo"
"5452-12","Estacionar o veículo sobre gramado público.","181, VIII","Condutor","127,69","Grave","remoção do veículo"
"5452-13","Estacionar o veículo ao lado gramado público.","181 , VIII","Condutor","127,69","Grave","remoção do veículo"
"5452-14","Estacionar o veículo sobre Jardim público.","181 , VIII","Condutor","127,69","Grave","remoção do veículo"
"5452-15","Estacionar o veículo ao lado Jardim público.","181 , VIII","Condutor","127,69","Grave","remoção do veículo"
"5452-16","Estacionar o veiculo sobre canteiros centrais da via.","181, VIII","Condutor","127,69","Grave","remoção do veículo"
"5487-1","Estacionar o veículo ao lado de outro veículo em fila dupla.","181 , XI","Condutor","127,69","Grave","remoção do veículo"
"5495-1","Estacionar o veículo na área de cruzamento de vias, prejudicando a circulação de veículos e pedestres.","181, XII","Condutor","127,69","Grave","remoção do veículo"
"5517-1","Estacionar o veículo nos viadutos.","181 , XIV","Condutor","127,69","Grave","remoção do veículo"
"5517-2","Estacionar o veículo nas pontes.","181, XIV","Condutor","127,69","Grave","remoção do veículo"
"5517-3","Estacionar o veículo nos túneis.","181 , XIV","Condutor","127,69","Grave","remoção do veículo"
"5533-1","Estacionar veículo em aclive não estando devidamente freado e s/calço segurança quando se tratar de veic c/peso bruto total superior a três mil e quinhentos quilogramas","181, XVI","Condutor","127,69","Grave","remoção do veículo"
"5533-2","Estacionar veículo em declive não estando devidamente freado e s/calço segurança quando se tratar de veíc c/peso bruto total superior a três mil e quinhentos quilogramas.","181, XVI","Condutor","127,69","Grave","remoção do veículo"
"5568-1","Estacionar o veículo em locais de estacionamento e parada proibida pela sinalização (placa - Proibido Parar e Estacionar).","181, XIX","Condutor","127,69","Grave","remoção do veículo"
"5568-2","Estacionar o veículo em locais e horários de estacionamento e parada proibida pela sinalização (placa - Proibido Parar e Estacionar).","181, XIX","Condutor","127,69","Grave","remoção do veículo"
"5614-1","Parar o veículo na pista de rolamento das estradas.","182, V","Condutor","127,69","Grave","remoção do veículo"
"5614-2","Parar o veículo na pista de rolamento das rodovias","182 , V","Condutor","127,69","Grave","remoção do veículo"
"5614-3","Parar o veículo na pista de rolamento das vias de trânsito rápido.","182 , V","Condutor","127,69","Grave","remoção do veículo"
"5614-4","Parar o veículo na pista de rolamento das demais vias dotadas de acostamento.","182 , V","Condutor","127,69","Grave","remoção do veículo"
"5690-1","Transitar com o veículo na faixa da esquerda, regulamentada como de circulação exclusiva para determinado tipo de veículo.","184, II","Condutor","127,69","Grave",""
"5690-2","Transitar com o veículo na pista da esquerda, regulamentada como de circulação exclusiva para determinado tipo de veículo.","184, II","Condutor","127,69","Grave",""
"5720-1","Transitar p/contra-mão direção em vias c/duplo sentido de circ exceto p/ultrapas outro veículo e apenas p/tempo neces respeitada prefer veículo que trans em sentido contr","186,I","Condutor","127,69","Grave",""
"5754-1","Revogado - Lei nº 9602 de 21/01/98.","187, II","Condutor","","Grave",""
"5789-1","Seguir veículo em serviço urgência estando este c/priorid de passagem devidamente identificada p/disp regulament de alarme sonoro/iluminação vermelha intermitentes","190","Condutor","127,69","Grave",""
"5800-1","Deixar guardar distância segurança lateral entre o seu veículo e os demais considerando-se no momento a veloc as condições climáticas do local da circ e do veículo.","192","Condutor","127,69","Grave",""
"5800-2","Deixar de guardar distância segurança frontal entre o seu veículo e os demais considerando-se no momento a veloc as","192","Condutor","127,69","Grave",""
"5800-3","Deixar de guardar distância segurança entre o seu veículo e o bordo da pista considerando-se no momento a veloc as condições climáticas do local da circulação e do veículo.","192","Condutor","127,69","Grave",""
"5827-1","Transitar em marcha à ré, salvo na distância necessária a pequenas manobras e de forma a não causar riscos à segurança.","194","Condutor","127,69","Grave",""
"5835-1","Desobedecer às ordens emanadas da autoridade competente de trânsito ou de seus agentes.","195","Condutor","127,69","Grave",""
"5843-1","Deixar de indicar com antecedência, mediante gesto regulamentar de braço ou luz indicadora de direção do veículo, o início da marcha.","196","Condutor","127,69","Grave",""
"5843-2","Deixar de indicar com antecedência, mediante gesto regulamentar de braço ou luz indicadora de direção do veículo, a realização da manobra de parar o veículo.","196","Condutor","127,69","Grave",""
"5843-3","Deixar de indicar com antecedência, mediante gesto regulamentar de braço ou luz indicadora de direção do veículo, a mudança de direção.","196","Condutor","127,69","Grave",""
"5843-4","Deixar de indicar com antecedência, mediante gesto regulamentar de braço ou luz indicadora de direção do veículo, a mudança de faixa de circulação.","196","Condutor","127,69","Grave",""
"5908-1","Ultrapassar outro veículo pelo acostamento.","202, I","Condutor","127,69","Grave",""
"5916-1","Ultrapassar outro veículo em interseções.","202, II","Condutor","127,69","Grave",""
"5916-2","Ultrapassar outro veículo em passagens de nível.","202, II","Condutor","127,69","Grave",""
"5975-1","Deixar de parar o veículo no acostamento à direita, para aguardar a oportunidade de cruzar a pista, onde não houver local apropriado para operação de retorno.","204","Condutor","127,69","Grave",""
"5975-2","Deixar de parar o veículo no acostamento à direita para aguardar a oportunidade de entrar a esquerda, onde não houver local apropriado para operação de retorno.","204","Condutor","127,69","Grave",""
"6041-1","Executar operação de conversão à direita em locais proibidos pela sinalização.","207","Condutor","127,69","Grave",""
"6041-2","Executar operação de conversão à esquerda em locais proibidos pela sinalização.","207","Condutor","127,69","Grave",""
"6068-1","Transpor, sem autorização, bloqueio viário com sinalização.","209","Condutor","127,69","Grave",""
"6068-2","Transpor, sem autorização, bloqueio viário com dispositivos auxiliares.","209","Condutor","127,69","Grave",""
"6068-3","Transpor, sem autorização, bloqueio viário sem sinalização.","209","Condutor","127,69","Grave",""
"6068-4","Deixar de adentrar às áreas destinadas à pesagem de veículos.","209","Condutor","127,69","Grave",""
"6068-5","Evadir-se para não efetuar o pagamento do pedágio.","209","Condutor","127,69","Grave",""
"6084-1","Ultrapassar veículos em fila, parados em razão de sinal luminoso, com exceção dos veículos não motorizados.","211","Condutor","127,69","Grave",""
"6084-2","Ultrapassar veículos em fila, parados em razão de cancela, com exceção dos veículos não motorizados.","211","Condutor","127,69","Grave",""
"6084-3","Ultrapassar veículos em fila, parados em razão de bloqueio viário parcial, com exceção dos veículos não motorizados.","211","Condutor","127,69","Grave",""
"6084-4","Ultrapassar veículos em fila, parados em razão de qualquer outro obstáculo, com exceção dos veículos não motorizados.","211","Condutor","127,69","Grave",""
"6114-1","Deixar de parar o veículo sempre que a respectiva marcha for interceptada por agrupamento de veículos em cortejo.","213, II","Condutor","127,69","Grave",""
"6114-2","Deixar de parar o veículo sempre que a respectiva marcha for interceptada por agrupamento de veículos em formações militares.","213 , II","Condutor","127,69","Grave",""
"6114-3","Deixar de parar o veículo sempre que a respectiva marcha for interceptada por outros agrupamentos de veículos.","213, II","Condutor","127,69","Grave",""
"6157-1","Deixar de dar preferência de passagem a pedestre quando houver iniciado a travessia, mesmo que não haja sinalização a ele destinada.","214, IV","Condutor","127,69","Grave",""
"6157-2","Deixar de dar preferência de passagem a veículo não motorizado quando houver iniciado a travessia, mesmo que não haja sinalização a ele destinada.","214, IV","Condutor","127,69","Grave",""
"6165-1","Deixar de dar preferência de passagem a pedestre que esteja atravessando a via transversal para onde se dirige o veículo.","214 , V","Condutor","127,69","Grave",""
"6165-2","Deixar de dar preferência de passagem a veículo não motorizado que esteja atravessando a via transversal para onde se dirige o veículo.","214 , V","Condutor","127,69","Grave",""
"6173-1","Deixar de dar preferência de passagem, em interseção não sinalizada a veículo que estiver circulando por rodovia.","215,I","Condutor","127,69","Grave",""
"6173-2","Deixar de dar preferência de passagem, em interseção não sinalizada a veículo que estiver circulando por rotatória.","215,I","Condutor","127,69","Grave",""
"6173-3","Deixar de dar preferência de passagem, em interseção não sinalizada a veículo que vier da direita.","215,I","Condutor","127,69","Grave",""
"6181-1","Deixar de dar preferência de passagem nas interseções com sinalização de regulamentação de Dê a Preferência.","215, II","Condutor","127,69","Grave",""
